ที่ทำการ,รหัสไปรษณีย์,ตำแหน่ง,เบอร์โทรศัพท์,สังกัด
ปจ.อุบลราชธานี,34000,CEC,095-207-5471,ปข.10
ปจ.อุบลราชธานี,34000,CEC,091-808-0879,ปข.10
ศป.อุบลราชธานี,34010,CEC,091-808-0925,ปข.10
ปณภ.พิบูลมังสาหาร,34110,CEC,091-808-0926,ปข.10
ปณภ.ตระการพืชผล,34130,CEC,091-808-0927,ปข.10
ปณภ.ม่วงสามสิบ,34140,CEC,091-808-0930,ปข.10
ปณภ.เขื่องใน,34150,CEC,091-808-0931,ปข.10
ปณภ.เดชอุดม,34160,CEC,091-808-0933,ปข.10
ปณภ.เขมราฐ,34170,CEC,091-808-0934,ปข.10
ปณภ.วารินชำราบ,34190,CEC,091-808-0935,ปข.10
ปณภ.โขงเจียม,34220,CEC,091-808-0938,ปข.10
ปณภ.บุณฑริก,34230,CEC,091-808-0952,ปข.10
ปณภ.ศรีเมืองใหม่,34250,CEC,091-808-0953,ปข.10
ปณภ.น้ำยืน,34260,CEC,091-808-0954,ปข.10
ปณภ.กุดข้าวปุ้น,34270,CEC,091-808-0956,ปข.10
ปณภ.นาจะหลวย,34280,CEC,091-808-0957,ปข.10
ปณภ.ห้วยขะยุง,34310,CEC,091-808-0959,ปข.10
ปณภ.บ้านกอก,34320,CEC,091-808-0972,ปข.10
ปณภ.ตาลสุม,34330,CEC,091-808-0973,ปข.10
ปณภ.โพธิ์ไทร,34340,CEC,091-808-0974,ปข.10
ปณภ.สิรินธร,34350,CEC,091-808-0975,ปข.10
ปณภ.บ้านสำโรง,34360,CEC,093-809-0238,ปข.10
ปจ.ยโสธร,35000,CEC,091-808-0822,ปข.10
ปจ.ยโสธร,35000,CEC,093-809-0239,ปข.10
ปณภ.คำเขื่อนแก้ว,35110,CEC,093-809-0362,ปข.10
ปณภ.เลิงนกทา,35120,CEC,093-809-0363,ปข.10
ปณภ.มหาชนะชัย,35130,CEC,093-809-0365,ปข.10
ปณภ.กุดชุม,35140,CEC,093-809-8371,ปข.10
ปณภ.ป่าติ้ว,35150,CEC,093-809-8372,ปข.10
ปณภ.ค้อวัง,35160,CEC,093-809-8373,ปข.10
ปณภ.ทรายมูล,35170,CEC,093-809-8374,ปข.10
ปณภ.ดงแคนใหญ่,35180,CEC,093-809-8375,ปข.10
ปจ.อำนาจเจริญ,37000,CEC,091-808-0818,ปข.10
ปจ.อำนาจเจริญ,37000,CEC,093-809-8376,ปข.10
ปณภ.ปทุมราชวงศา,37110,CEC,094-232-7440,ปข.10
ปณภ.ลืออำนาจ,37120,CEC,094-232-7442,ปข.10
ปณภ.พนา,37180,CEC,094-232-7443,ปข.10
ปณภ.ชานุมาน,37210,CEC,094-232-7445,ปข.10
ปณภ.หัวตะพาน,37240,CEC,094-232-7446,ปข.10
ปณภ.เสนางคนิคม,37290,CEC,095-204-0457,ปข.10
ปจ.สกลนคร,47000,CEC,091-808-0825,ปข.10
ปจ.สกลนคร,47000,CEC,095-204-0458,ปข.10
ปณภ.สว่างแดนดิน,47110,CEC,095-204-0459,ปข.10
ปณภ.วานรนิวาส,47120,CEC,095-207-5030,ปข.10
ปณภ.พรรณานิคม,47130,CEC,095-207-5031,ปข.10
ปณภ.บ้านม่วง,47140,CEC,095-207-5032,ปข.10
ปณภ.วาริชภูมิ,47150,CEC,095-207-5034,ปข.10
ปณภ.พังโคน,47160,CEC,095-207-5035,ปข.10
ปณภ.อากาศอำนวย,47170,CEC,095-207-5036,ปข.10
ปณภ.กุดบาก,47180,CEC,095-207-5037,ปข.10
ปณภ.ส่องดาว,47190,CEC,095-207-5038,ปข.10
ปณภ.กุสุมาลย์,47210,CEC,095-207-5039,ปข.10
ปณภ.ดงมะไฟ,47220,CEC,095-207-5461,ปข.10
ปณภ.ท่าแร่,47230,CEC,095-207-5462,ปข.10
ปณภ.ดอนเขือง,47240,CEC,095-207-5463,ปข.10
ปณภ.คำตากล้า,47250,CEC,095-207-5464,ปข.10
ปณภ.เต่างอย,47260,CEC,095-207-5465,ปข.10
ปณภ.นิคมน้ำอูน,47270,CEC,095-207-5467,ปข.10
ปณภ.โคกศรีสุพรรณ,47280,CEC,095-207-5468,ปข.10
ปณภ.เจริญศิลป์,47290,CEC,095-207-5469,ปข.10
ปณภ.ภูพาน,47310,CEC,095-207-5470,ปข.10
ปจ.นครพนม,48000,CEC,091-808-0815,ปข.10
ปจ.นครพนม,48000,CEC,095-207-5473,ปข.10
ปณภ.ธาตุพนม,48110,CEC,095-207-5474,ปข.10
ปณภ.ท่าอุเทน,48120,CEC,095-207-5475,ปข.10
ปณภ.นาแก,48130,CEC,095-207-5530,ปข.10
ปณภ.บ้านแพง,48140,CEC,095-207-5579,ปข.10
ปณภ.ศรีสงคราม,48150,CEC,095-207-5580,ปข.10
ปณภ.ปลาปาก,48160,CEC,095-207-5581,ปข.10
ปณภ.เรณูนคร,48170,CEC,095-207-5582,ปข.10
ปณภ.นาหว้า,48180,CEC,095-207-5620,ปข.10
ปณภ.โพนสวรรค์,48190,CEC,095-207-5621,ปข.10
ปจ.มุกดาหาร,49000,CEC,091-808-0820,ปข.10
ปจ.มุกดาหาร,49000,CEC,095-207-5623,ปข.10
ปณภ.คำชะอี,49110,CEC,095-207-5624,ปข.10
ปณภ.ดอนตาล,49120,CEC,095-207-5627,ปข.10
ปณภ.นิคมคำสร้อย,49130,CEC,095-207-5628,ปข.10
ปณภ.ดงหลวง,49140,CEC,095-207-5629,ปข.10
ปณภ.หว้านใหญ่,49150,CEC,095-207-5630,ปข.10
ปณภ.หนองสูง,49160,CEC,095-207-5631,ปข.10
ศป.สกลนคร,47010,CEC,088-987-9228,ปข.10
ปข.10 ส่วนควบคุมคุณภาพและดูแลลูกค้า,34000,CEC,095-207-5632,ปข.10
